label,text,target,pred,tensor
Personal,এত বাজে অভিনয় আর বাজে বিষয় নিয়ে কেন যে বঙ্গবিডি কাজ করতে দেয়,0,0,"tensor([9.9605e-01, 6.0807e-04, 1.3482e-04, 4.8340e-04, 2.7240e-03],
       device='cuda:0')"
Religious,এই জন্যই তোরা মালাউন জাতি পরের ভালো সহ্য হয়না তোদের।,2,2,"tensor([3.6444e-04, 3.6470e-04, 9.9862e-01, 4.7383e-04, 1.7949e-04],
       device='cuda:0')"
Religious,"মুর্তিপুজারী,মাজারপুজারী,ভন্ড পীরদের পোদ ফেটে গেছে। ",2,2,"tensor([4.1832e-04, 6.5784e-04, 9.9706e-01, 1.7267e-03, 1.3967e-04],
       device='cuda:0')"
Gender abusive,খানকির পুলা মালায়নদের মেরে সাফা করে ফেল,4,4,"tensor([0.0018, 0.0014, 0.0028, 0.0012, 0.9929], device='cuda:0')"
Religious,তোর হিন্দু বন্ধুদের বান্ধবীদের নিয়া বৃন্দাবনে গিয়া লিলা করগা,2,2,"tensor([0.0831, 0.0011, 0.9122, 0.0011, 0.0025], device='cuda:0')"
Personal,আড়া চোদা রেপার গোরে পুটকি মারতে মন চায়,0,0,"tensor([9.6621e-01, 1.1278e-03, 4.1377e-04, 4.0643e-04, 3.1841e-02],
       device='cuda:0')"
Personal,এগের না চুদে ভাত খাওয়া যাই।,0,0,"tensor([8.9925e-01, 2.8466e-03, 3.4164e-04, 2.0135e-03, 9.5548e-02],
       device='cuda:0')"
Geopolitical,টার্গেট ইংলিশদের জন্যে এতো সহজ নয় ভারতের বোলারদের সামনে । দেখবেন ছলে বলে কৌশলে এই ম্যাচ ভারতীয়রা তাদের হাতের মুঠোয় নিয়ে আসবে ।,3,3,"tensor([2.1652e-04, 5.0200e-04, 1.0538e-03, 9.9791e-01, 3.1282e-04],
       device='cuda:0')"
Personal,এগুলা পাগলাগারদ এর বাইরে আসলো কিভাবে,0,0,"tensor([9.8288e-01, 6.3402e-04, 6.5035e-04, 9.9162e-04, 1.4840e-02],
       device='cuda:0')"
Personal,যেখানে ফাসির আসামী রা খালাস পেয়ে যায় আর বদি তো বাবা ব্যবসায়ী,0,0,"tensor([9.9768e-01, 6.6587e-04, 2.7478e-04, 2.7473e-04, 1.1066e-03],
       device='cuda:0')"
Geopolitical,বিজিবির হুইসেল শুনে মিয়ানমারের কুতা গুলোর বুক কাপে ।,3,1,"tensor([1.5937e-03, 9.6672e-01, 6.1370e-04, 2.7011e-02, 4.0587e-03],
       device='cuda:0')"
Geopolitical,"যারা ভারতের পক্ষে কথা বলে, তাদের দেশের পতি কোন ভালোবাসা নেই ৷ ",3,3,"tensor([4.5628e-04, 1.7285e-04, 1.4476e-03, 9.9742e-01, 5.0157e-04],
       device='cuda:0')"
Personal,"গান্ধীজী বলেছিলেন, ঘুষ নেয়া অন্যায়, বাঙালী শুনেছিলো, ঘূষ নেয়া অন্য আয়",0,0,"tensor([7.9019e-01, 3.3186e-03, 1.8955e-02, 1.8676e-01, 7.8372e-04],
       device='cuda:0')"
Geopolitical,মাননীয় প্রধান মন্ত্রী আপনাকে বলছি স্বরন করুণ সেই এর কথা যেদিন আমাদের দেশের জনগণ এরুপ একটি পরিস্থিতির মোকাবিলা করেছিল আমাদের দেশের অসহায় জনগণ সেদিন বিধর্মী রাষ্ট্র ভারত তাদের সিমান্তকে উন্মক্ত করে দিয়ে কোটার ও বেশি স্বরনার্থীকে আশ্রয় দেয় কিন্তু পরিস্থিতি অনুকুলে আশায় বাংলার জনগণ আবার বাংলায় ফিরে আর আমি ও চায় এই রোহিঙ্গাদের এমন একটি সুজোগ দেওয়া হোক দুর্দিন সারাজীবন থাকেনা সু দিন ও আসে যেমনি এসেছে বাংলাদেশের আরা সেই দিনের কথা স্বরন করে ভারতকে আজও সম্মানের আসন উন্মক্ত করে দেওয়া হয় আমি,3,3,"tensor([2.2092e-03, 6.2644e-04, 1.1393e-04, 9.9641e-01, 6.4326e-04],
       device='cuda:0')"
Political,বিএনপি আওয়ামীলীগের সাথে যা করেছে তার ৪ ভাগের ১ ভাগ ও আওয়ামীলীগ বিএনপির সাথে করছে না এখন... এটাই তাদের ভাগ্য। ,1,1,"tensor([3.0179e-04, 9.9783e-01, 4.8749e-04, 6.5350e-04, 7.2423e-04],
       device='cuda:0')"
Political, আগামীকাল দশ বছরের শিশুকে যদি জামায়াতের আমির বানাই তার বিরুদ্ধেও যুদ্ধাপরাধির তদন্ত শুরু হবে এবং প্রমান হবে সে রাজাকার ,1,1,"tensor([1.2981e-03, 8.6605e-01, 7.0203e-04, 1.3060e-01, 1.3526e-03],
       device='cuda:0')"
Religious,কি বর্বর হায়েনা মালাউন ওরে ঔসধ দিয়ে ভালা করে আবার ধর্ষন করব। ওর মরাই উচিত।কারন ওটা মালু দ্যাশ,2,2,"tensor([3.2554e-04, 2.0071e-04, 9.9862e-01, 5.6223e-04, 2.9207e-04],
       device='cuda:0')"
Political,কোন সুস্থ ধারার মানুষ  আওয়ামী লিগের কোন পদ পদবি নিবে না আর সুমন ভাই কি মনে করে  যে দেশে  কোন  ভোটের  নিবাচন হয় নি।,1,1,"tensor([3.3504e-04, 9.9804e-01, 1.5582e-04, 1.0533e-03, 4.1805e-04],
       device='cuda:0')"
Gender abusive,চার টা বৌ করার অনুমতি নাই। অনুমোদন আছে। প্রয়োজন সাপেক্ষে। চার বৌ করলে দোষ আর দশটা মাইয়ার কাছে রাত কাটালে দোষ না। ,4,0,"tensor([0.9899, 0.0018, 0.0022, 0.0038, 0.0023], device='cuda:0')"
Geopolitical,মায়ন মারের মুসলিমদের কোন খবর নাই ভারত নিয়ে মেতে আছ না হিন্দু।,3,3,"tensor([9.6509e-04, 9.9496e-04, 2.1268e-02, 9.7651e-01, 2.5999e-04],
       device='cuda:0')"
Personal,ভাই পিয়ালা দিদির গান নিয়ে একটা ভিডিও বানান ,0,0,"tensor([9.9412e-01, 2.7958e-03, 3.9956e-04, 1.6670e-03, 1.0139e-03],
       device='cuda:0')"
Religious,মসজিদের শহর ঢাকায় কোনো ভাস্কর্য স্থাপন করতে দেওয়া হবে না ! ,2,0,"tensor([9.6116e-01, 6.0282e-03, 1.4012e-02, 1.8088e-02, 7.1397e-04],
       device='cuda:0')"
Geopolitical,কথাটা সত্যি। তবে ভারত রানও করতে পারতোনা।,3,3,"tensor([1.8659e-04, 6.4532e-04, 1.2542e-04, 9.9861e-01, 4.3318e-04],
       device='cuda:0')"
Geopolitical,বড় বেয়াদব বেহায়া নিলজ্জ নিমকহারাম ভারতীয়রা এদের কারণে বিশ্বে এতো হানাহানি মারামারি সালে যুদ্ধের সময় পাকিস্তানী বাহিনীর একটাই উদ্দেশ্য ছিল হিন্দু ধরে ধরে হত্যা ও ধর্ষণ করার এজন্য তো অনেক হিন্দু ভারতে পালিয়ে গিয়েছিল পাকিস্তানী বাহিনী হিন্দু মুসলিম সনাক্ত করার জন্য প্রথমেই বলত কালিমা বলার জন্য,3,3,"tensor([9.3126e-04, 1.0331e-03, 2.0088e-03, 9.9579e-01, 2.4123e-04],
       device='cuda:0')"
Gender abusive,পতিতাদের চরিত্র রাজনৈতিক নেতাদের থেকে হাজার গুন ভাল ওদের সততা আাছে টাকা মেরে দেয় না ওদের আার ঘাটিওনা ভাই ,4,1,"tensor([5.0642e-02, 9.1646e-01, 6.0930e-04, 2.7818e-02, 4.4719e-03],
       device='cuda:0')"
Political,সেকহাচিনা এগুলা দেখবেনা দেখবেশুদু কথা কারেকোন মিরাজ কথাকারে কোন রাজাকার খেয়ে দেয়ে কোনো কাজনাই,1,1,"tensor([1.0565e-03, 9.9622e-01, 7.2710e-04, 7.4256e-04, 1.2556e-03],
       device='cuda:0')"
Gender abusive,কর্পোরেট নারীরা কী পতিতা-দের থেকে কম? ,4,4,"tensor([4.2033e-03, 6.2998e-04, 8.0995e-04, 7.8075e-03, 9.8655e-01],
       device='cuda:0')"
Personal,মিডিয়ার মানুষ গুলা আস্লেই নোংরা। সারাদিন সেক্স আর সেক্স। ,0,0,"tensor([9.9381e-01, 5.0388e-04, 2.8651e-04, 1.6565e-03, 3.7451e-03],
       device='cuda:0')"
Geopolitical,ভারত শাসিত জম্মু ও কাশ্মীর রাজ্যে রোহিঙ্গা উদ্বাস্তুদের একটি বস্তিতে অগ্নিকান্ডে জনের মৃত্যু হয়েছে। অগ্নিদগ্ধ হওয়া আরও জনের চিকিৎসা চলছে হাসপাতালে। পুলিশ এ খবর নিশ্চিত করেছে। নিহতরা হচ্ছেন একজন রোহিঙ্গা নারী ও তার দুই সন্তান। জম্মু শহরের নারোয়াল এলাকার ওই বস্তিটিতে প্রায় টি ঘর ছিল যার বেশীর ভাগই প্রায় ভস্মীভূত হয়ে গেছে। বস্তিরই এক বাসিন্দা মিয়ানমার থেকে চলে আসা উদ্বাস্তু জাহিদ হুসেইন বিবিসি বাংলাকে টেলিফোনে জানিয়েছেন রাত সাড়ে বারোটার দিকে আগুন লাগে। তখন আমরা সবাই ঘুমচ্ছিলাম। চ,3,3,"tensor([4.7276e-04, 2.4963e-04, 1.7408e-04, 9.9888e-01, 2.2050e-04],
       device='cuda:0')"
Gender abusive,"মাগি কে একটা রাত চাই, যত টাকা লাগে দিবো ",4,4,"tensor([7.4578e-02, 3.1269e-03, 3.0010e-04, 1.8316e-03, 9.2016e-01],
       device='cuda:0')"
Personal,"বিড়াল দুধের উপর বসা দেখে আমার ইচ্ছা, এইবার মরলে শালা বিড়াল হবো ",0,1,"tensor([1.7517e-03, 9.6733e-01, 2.5740e-04, 2.9017e-02, 1.6434e-03],
       device='cuda:0')"
Geopolitical,এর জন্য ভারতের মিডিয়াকে দোয দিয়ে লাভ নেই।এর জন্য দায়ী বাংলাদেশেরই কি বাষ্টার্ড মিডিয়া এবং সাংবাদিক।তারাই প্রথম এটাকে সংবাদ করে।মিরাজ হতে পারে ট্যাক্সি চালকের সন্তান।তাতে অসুবিধারর কি আছে।একজন চা বিক্রেতা যদি একটি দেশের প্রধানমন্এী হতে পারেন একজন ট্যাক্সি ড্রাইভার এর ছেলে একজন ভাল খেলোয়ার্ড হতে অসুবিধা কোথায়।,3,3,"tensor([1.4688e-04, 6.7660e-04, 1.1339e-04, 9.9885e-01, 2.1057e-04],
       device='cuda:0')"
